Ticker,Date,Open,High,Low,Close,Volume
QQQ,2026-03-19,588.7676039624899,595.0496606380132,586.3406715242521,592.273193359375,75597600
QQQ,2026-03-20,590.3156309505814,590.4254777892629,577.8113788279011,581.3269653320312,91964700
QQQ,2026-03-23,590.52001953125,595.0800170898438,585.9600219726562,588.0,89936100
QQQ,2026-03-24,584.8099975585938,587.9299926757812,581.9299926757812,583.97998046875,57750900
QQQ,2026-03-25,589.1400146484375,591.3699951171875,585.6900024414062,587.8200073242188,60475500
QQQ,2026-03-26,582.5999755859375,584.6300048828125,573.4299926757812,573.7899780273438,81492100
QQQ,2026-03-27,570.8099975585938,571.02001953125,561.5700073242188,562.5800170898438,82702200
QQQ,2026-03-30,567.3800048828125,568.0499877929688,555.5999755859375,558.280029296875,70602600
QQQ,2026-03-31,564.2899780273438,578.6400146484375,564.2100219726562,577.1799926757812,95878000
QQQ,2026-04-01,581.47998046875,587.739990234375,580.4199829101562,584.3099975585938,79435100
QQQ,2026-04-02,573.969970703125,586.0499877929688,571.9199829101562,584.97998046875,50941700
QQQ,2026-04-06,586.22998046875,590.6099853515625,584.6900024414062,588.5,35108500
QQQ,2026-04-07,585.6400146484375,588.97998046875,578.4000244140625,588.5900268554688,49948200
QQQ,2026-04-08,608.7100219726562,609.9000244140625,602.1199951171875,606.0900268554688,63086000
QQQ,2026-04-09,605.9299926757812,610.5,603.030029296875,610.1900024414062,37837500
QQQ,2026-04-10,611.8400268554688,613.6699829101562,609.5800170898438,611.0700073242188,34038500
QQQ,2026-04-13,609.47998046875,626.739990234375,608.1099853515625,617.3900146484375,32972100
QQQ,2026-04-14,620.219970703125,628.5999755859375,620.0999755859375,628.5999755859375,49921100
QQQ,2026-04-15,629.0800170898438,637.8300170898438,628.2000122070312,637.4000244140625,50102400
QQQ,2026-04-16,639.2100219726562,642.1799926757812,635.260009765625,640.469970703125,42320600
QQQ,2026-04-17,645.5900268554688,650.0,644.0700073242188,648.8499755859375,53488900
QQQ,2026-04-20,648.0399780273438,648.760009765625,642.52001953125,646.7899780273438,37138500
QQQ,2026-04-21,648.4099731445312,650.2000122070312,642.2100219726562,644.3300170898438,39580500
QQQ,2026-04-22,650.1500244140625,655.3300170898438,648.52001953125,655.1099853515625,37368400
QQQ,2026-04-23,653.5499877929688,656.9199829101562,645.52001953125,651.4199829101562,40099800
QQQ,2026-04-24,658.510009765625,664.510009765625,656.530029296875,663.8800048828125,45563100
QQQ,2026-04-27,663.4000244140625,664.4299926757812,660.6900024414062,664.22998046875,32717000
QQQ,2026-04-28,657.4099731445312,659.6400146484375,653.8099975585938,657.5499877929688,34147900
QQQ,2026-04-29,658.6300048828125,661.719970703125,656.5900268554688,661.5700073242188,31724900
QQQ,2026-04-30,665.3499755859375,668.9000244140625,657.5599975585938,667.739990234375,40622200
QQQ,2026-05-01,669.1599731445312,675.969970703125,668.7999877929688,674.1500244140625,39172600
QQQ,2026-05-04,674.6599731445312,676.72998046875,668.9000244140625,672.8800048828125,34542000
QQQ,2026-05-05,677.9600219726562,682.77001953125,677.510009765625,681.6099853515625,37101100
QQQ,2026-05-06,687.780029296875,695.9299926757812,686.47998046875,695.77001953125,38778500
QQQ,2026-05-07,696.5800170898438,701.239990234375,691.77001953125,694.9400024414062,43779100
QQQ,2026-05-08,699.9199829101562,711.22998046875,699.5,711.22998046875,44320400
QQQ,2026-05-11,710.3599853515625,714.5900268554688,708.9099731445312,713.2899780273438,36019100
QQQ,2026-05-12,708.219970703125,710.1799926757812,696.6400146484375,707.239990234375,45873000
QQQ,2026-05-13,709.9600219726562,716.6500244140625,704.8300170898438,714.7100219726562,40012500
QQQ,2026-05-14,714.6199951171875,722.030029296875,714.219970703125,719.7899780273438,33327500
QQQ,2026-05-15,710.1400146484375,715.1300048828125,705.5499877929688,708.9299926757812,51792700
QQQ,2026-05-18,711.5399780273438,712.0700073242188,698.8499755859375,705.8800048828125,49834500
QQQ,2026-05-19,699.8099975585938,706.489990234375,695.25,701.530029296875,46827500
QQQ,2026-05-20,705.2899780273438,713.1500244140625,703.7899780273438,713.1500244140625,36779200
QQQ,2026-05-21,708.989990234375,717.1199951171875,706.77001953125,714.510009765625,36415400
QQQ,2026-05-22,718.0700073242188,722.1199951171875,715.9500122070312,717.5399780273438,33118600
QQQ,2026-05-26,725.9600219726562,731.1699829101562,724.1599731445312,730.280029296875,34254700
QQQ,2026-05-27,732.9600219726562,733.3200073242188,725.4400024414062,729.4500122070312,35148700
QQQ,2026-05-28,729.72998046875,736.5999755859375,726.4099731445312,735.5999755859375,32840000
QQQ,2026-05-29,737.8400268554688,741.6300048828125,735.25,738.3099975585938,37541700
QQQ,2026-06-01,737.0399780273438,745.6500244140625,735.989990234375,742.739990234375,33890600
QQQ,2026-06-02,742.4000244140625,746.4400024414062,739.22998046875,746.1599731445312,30085200
QQQ,2026-06-03,747.3099975585938,748.6500244140625,741.010009765625,744.2100219726562,40270200
QQQ,2026-06-04,735.47998046875,743.5,732.6199951171875,740.6099853515625,40782600
QQQ,2026-06-05,730.0599975585938,731.6900024414062,704.3200073242188,705.0599975585938,99606600
QQQ,2026-06-08,717.8099975585938,723.030029296875,713.0700073242188,716.0700073242188,47401500
QQQ,2026-06-09,722.97998046875,725.6599731445312,686.3699951171875,707.8300170898438,91337800
