Ticker,Date,Open,High,Low,Close,Volume
QQQ,2026-01-02,619.2791633693975,622.0656280105537,609.381669736326,612.347900390625,61859200
QQQ,2026-01-05,618.5400731036631,620.0281869343077,615.9433108116908,617.2117309570312,46828400
QQQ,2026-01-06,618.4501618747352,623.2341686687002,617.7610283782293,622.6348876953125,43137500
QQQ,2026-01-07,622.2553845556755,627.1492383750701,621.7760085257346,623.2341918945312,44880300
QQQ,2026-01-08,622.2454332860368,622.6348958217857,617.0219780933957,619.6885986328125,50435900
QQQ,2026-01-09,620.6273877403378,627.0992684709724,618.280371644388,625.86083984375,49688700
QQQ,2026-01-12,621.5263228144307,628.0580650499223,621.4763979710708,626.3801879882812,37388700
QQQ,2026-01-13,626.4800871429724,628.6772678768714,622.9145755930199,625.4513549804688,44481400
QQQ,2026-01-14,621.4563902550666,622.6648884214621,613.7860691564842,618.769775390625,72598700
QQQ,2026-01-15,625.8108857116995,629.206628407055,619.9682771169513,620.9970092773438,53934900
QQQ,2026-01-16,624.7123119754499,625.2915986535979,618.1006533744517,620.4776611328125,61058100
QQQ,2026-01-20,609.7611716460692,614.2854351912486,606.2855126563834,607.2942504882812,81988900
QQQ,2026-01-21,608.7024240227943,619.6386461402016,607.0944662344775,615.50390625,79837900
QQQ,2026-01-22,621.5662350217955,621.6761428244047,617.0020437780021,619.978271484375,42254800
QQQ,2026-01-23,618.949566020391,624.612469784726,617.8709699342951,621.935791015625,43645800
QQQ,2026-01-26,622.425196766994,626.81961915323,621.3365426117721,624.67236328125,35983000
QQQ,2026-01-27,628.1179690883873,631.2440322678261,626.5499998769385,630.335205078125,38997200
QQQ,2026-01-28,634.6597767228699,635.7982947738302,631.014348844542,632.4225463867188,50691700
QQQ,2026-01-29,631.8533057393616,632.8719797654484,617.4914101080947,628.6373291015625,79944000
QQQ,2026-01-30,624.9220440060533,627.4688205124429,618.5200822009824,621.0868530273438,65650700
QQQ,2026-02-02,617.9208683974972,627.6985176699922,617.8808797571519,625.3515014648438,49020300
QQQ,2026-02-03,627.5087242048245,629.1866011443993,610.1905958568021,615.7435913085938,81234000
QQQ,2026-02-04,614.2455284678144,614.3253838343164,599.7138024298947,604.9871826171875,81850700
QQQ,2026-02-05,599.4541864003901,604.0483693053457,594.0110373128413,596.2781982421875,89354500
QQQ,2026-02-06,599.434154665902,610.6399955270392,598.0159600076653,608.8822631835938,78019300
QQQ,2026-02-09,606.7748955946631,615.6837064208919,604.3080353554789,613.54638671875,56797600
QQQ,2026-02-10,614.5351423104305,616.2430108652889,610.2405694597212,610.699951171875,53938900
QQQ,2026-02-11,615.6037921922693,616.7423712103644,606.9247331463698,612.337890625,58575100
QQQ,2026-02-12,613.9358943887876,615.0344847338599,598.8149461335121,599.8836059570312,81378900
QQQ,2026-02-13,599.673873409497,605.7162424752422,595.6689134343201,601.1619873046875,69237500
QQQ,2026-02-17,597.626419057608,603.1894116444834,592.5927882610704,600.542724609375,69013800
QQQ,2026-02-18,601.3517411914925,609.0021290003773,599.9634770047899,605.027099609375,64250700
QQQ,2026-02-19,602.0508799312083,605.0570991965415,599.993476524114,602.7100219726562,60960800
QQQ,2026-02-20,599.3642756707148,609.581373723881,598.4753818004266,608.0433349609375,74127300
QQQ,2026-02-23,605.8460514657053,607.2443127599432,598.2955745850619,600.652587890625,63859100
QQQ,2026-02-24,601.6414099286677,608.2230768722754,598.9747284234804,607.1044921875,55023700
QQQ,2026-02-25,610.3004608891118,616.053216829597,610.2305417280922,615.9033813476562,55710700
QQQ,2026-02-26,614.8148183820397,614.8148183820397,603.2193924504018,608.4727783203125,96178900
QQQ,2026-02-27,602.2206376135266,607.5539396831472,601.4316544188312,606.5252075195312,68125200
QQQ,2026-03-02,598.1058012495889,609.1518702196468,597.2369017749593,607.32421875,75264600
QQQ,2026-03-03,595.5790600436336,603.1994564784976,591.1246545665933,600.8224487304688,97015500
QQQ,2026-03-04,603.3991678160902,612.108218610738,602.6701065956436,609.9808959960938,70943900
QQQ,2026-03-05,606.6350803018902,611.9883154244911,601.5015388569162,608.1431274414062,89602400
QQQ,2026-03-06,599.5539822531658,605.2368188486739,597.5764953219963,598.9946899414062,86302300
QQQ,2026-03-09,593.4816386137257,608.5027370453225,590.5853272955466,606.99462890625,93068200
QQQ,2026-03-10,607.0146358319374,612.5176457382476,604.65756151405,607.004638671875,64078900
QQQ,2026-03-11,608.1831666985171,611.6587648578186,604.2681201890963,606.9247436523438,60114800
QQQ,2026-03-12,602.0009473234562,603.3792143506387,596.2981160455262,596.5078735351562,71836600
QQQ,2026-03-13,598.9747313072235,602.8398528802119,591.8237748266745,592.9722900390625,63145500
QQQ,2026-03-16,599.2843027330098,603.099499235842,598.3554812666724,599.6239013671875,49077200
QQQ,2026-03-17,602.3804630878033,605.1369970937805,601.1120429286618,602.5502319335938,47106600
QQQ,2026-03-18,600.7325461165636,602.400426051188,593.8112802396884,594.15087890625,56128000
