Date,Ticker,Stage,Action,Close,Stop,Risk_Pct,RS20d,ADX,DI_Plus,DI_Minus,Trending,VolSpike,AvgVol,ExtCount,Notes
2026-05-10,SPRC,Wedge Pop,BUY,6.91,6.2,10.3,76.7,44.4,30.5,13.5,True,False,1010486,1,Crossed above 20 EMA after 3 days below
2026-05-10,PSTV,Wedge Pop,BUY,6.22,6.04,2.9,71.0,21.8,25.3,20.1,True,False,532811,0,Crossed above 20 EMA after 3 days below
2026-05-10,VELO,Wedge Pop,BUY,13.4,13.11,2.2,16.7,25.4,24.5,17.2,True,False,2546446,0,Crossed above 20 EMA after 3 days below
2026-05-10,RMBS,Wedge Pop,BUY,118.0,117.94,0.1,12.1,26.9,31.2,28.1,True,False,2672515,0,Crossed above 20 EMA after 4 days below
2026-05-10,ACDC,Wedge Pop,BUY,7.52,6.89,8.4,10.8,29.4,36.5,15.6,True,False,1246178,1,Crossed above 20 EMA after 4 days below
2026-05-10,AEBI,Wedge Pop,BUY,11.49,11.41,0.7,7.1,23.4,14.4,23.0,False,False,311845,0,Crossed above 20 EMA after 5 days below
2026-05-10,LBRT,Wedge Pop,BUY,33.7,31.02,8.0,6.0,25.0,28.1,18.1,True,False,3741288,1,Crossed above 20 EMA after 6 days below
2026-05-10,JACK,Wedge Pop,BUY,12.84,12.45,3.1,5.2,25.0,26.2,18.9,True,False,715989,0,Crossed above 20 EMA after 3 days below
2026-05-10,PUMP,Wedge Pop,BUY,16.61,15.83,4.7,5.2,23.0,29.8,23.6,True,True,4109943,1,Crossed above 20 EMA after 3 days below
2026-05-10,TPG,Wedge Pop,BUY,45.61,43.06,5.6,4.4,22.2,30.0,17.1,True,False,2975912,0,Crossed above 20 EMA after 3 days below
2026-05-10,AVR,Wedge Pop,BUY,6.19,5.86,5.4,4.1,17.1,30.5,14.9,True,False,674302,1,Crossed above 20 EMA after 6 days below
2026-05-10,BKKT,Wedge Pop,BUY,9.09,8.71,4.2,3.3,10.9,22.2,22.7,False,False,1028200,0,Crossed above 20 EMA after 4 days below
2026-05-10,SBET,Wedge Pop,BUY,7.6,7.26,4.4,3.3,12.1,24.4,19.7,False,False,7736079,0,Crossed above 20 EMA after 3 days below
2026-05-10,CTGO,Wedge Pop,BUY,23.05,22.59,2.0,3.2,15.1,22.9,23.1,False,False,422810,0,Crossed above 20 EMA after 4 days below
2026-05-10,LGIH,Wedge Pop,BUY,45.75,44.47,2.8,1.9,26.9,29.4,22.4,True,False,432334,1,Crossed above 20 EMA after 3 days below
2026-05-10,ARRY,Wedge Pop,BUY,8.18,7.71,5.7,1.5,15.9,21.8,16.7,True,False,5426310,0,Crossed above 20 EMA after 3 days below
2026-05-10,INOD,Wedge Pop,BUY,45.64,43.02,5.7,0.9,17.0,29.7,18.8,True,True,957499,1,Crossed above 20 EMA after 6 days below
2026-05-10,SMR,Wedge Pop,BUY,11.87,11.77,0.9,0.9,22.2,19.2,18.0,True,False,37241301,0,Crossed above 20 EMA after 3 days below
2026-05-10,CEG,Wedge Pop,BUY,320.42,301.76,5.8,0.6,15.4,28.8,18.7,True,False,2602375,2,Crossed above 20 EMA after 3 days below
2026-05-10,BKSY,Wedge Pop,BUY,35.96,34.0,5.4,0.4,25.2,28.8,17.4,True,False,1958244,0,Crossed above 20 EMA after 3 days below
2026-05-10,CWH,Wedge Pop,BUY,7.38,7.24,1.9,0.4,19.3,28.7,16.9,True,False,3563858,1,Crossed above 20 EMA after 6 days below
2026-05-10,EMPD,Wedge Pop,BUY,5.16,4.84,6.2,0.4,16.8,30.9,20.4,True,False,473823,0,Crossed above 20 EMA after 3 days below
2026-05-10,NVMI,Wedge Pop,BUY,515.67,502.44,2.6,-0.1,15.5,25.7,20.2,True,False,281225,0,Crossed above 20 EMA after 4 days below
2026-05-10,HCSG,Wedge Pop,BUY,21.73,20.68,4.8,-0.2,26.1,30.7,17.3,True,False,768306,1,Crossed above 20 EMA after 3 days below
2026-05-10,AAON,Wedge Pop,BUY,93.66,91.74,2.0,-0.5,12.7,23.6,23.6,False,True,838546,0,Crossed above 20 EMA after 3 days below
2026-05-10,GDS,Wedge Pop,BUY,45.0,42.93,4.6,-1.1,9.2,29.8,24.1,False,False,1301910,0,Crossed above 20 EMA after 3 days below
2026-05-10,HTZ,Wedge Pop,BUY,6.09,6.01,1.3,-1.1,34.0,29.6,20.1,True,False,17109274,0,Crossed above 20 EMA after 6 days below
2026-05-10,RES,Wedge Pop,BUY,7.8,7.43,4.8,-1.5,19.5,29.1,21.5,True,False,2218005,1,Crossed above 20 EMA after 3 days below
2026-05-10,TEM,Wedge Pop,BUY,54.07,52.2,3.5,-1.5,16.7,27.5,21.7,True,False,5372394,1,Crossed above 20 EMA after 3 days below
2026-05-10,CLNN,Wedge Pop,BUY,6.58,6.25,4.9,-1.6,19.8,34.5,15.0,True,False,1226503,1,Crossed above 20 EMA after 3 days below
2026-05-10,NXT,Wedge Pop,BUY,123.34,116.7,5.4,-1.7,15.6,26.0,16.4,True,False,1697531,0,Crossed above 20 EMA after 8 days below
2026-05-10,TMC,Wedge Pop,BUY,5.24,5.13,2.1,-1.7,15.7,21.3,19.9,True,False,4485440,0,Crossed above 20 EMA after 5 days below
2026-05-10,WTTR,Wedge Pop,BUY,17.25,16.02,7.1,-1.9,21.6,31.9,14.9,True,False,1920289,1,Crossed above 20 EMA after 3 days below
2026-05-10,AMG,Wedge Pop,BUY,303.64,292.31,3.7,-2.2,14.3,24.5,23.2,False,False,334797,0,Crossed above 20 EMA after 3 days below
2026-05-10,AAL,Wedge Pop,BUY,12.37,11.72,5.2,-2.3,15.6,34.8,24.4,True,False,55912163,0,Crossed above 20 EMA after 3 days below
2026-05-10,NABL,Wedge Pop,BUY,5.47,5.13,6.3,-2.3,14.1,29.2,18.8,False,False,963283,1,Crossed above 20 EMA after 3 days below
2026-05-10,OPEN,Wedge Pop,BUY,5.23,5.16,1.4,-2.4,16.6,25.2,21.2,True,False,34885221,0,Crossed above 20 EMA after 3 days below
2026-05-10,CERT,Wedge Pop,BUY,6.18,6.1,1.3,-2.6,20.6,20.2,25.4,False,False,2888520,0,Crossed above 20 EMA after 4 days below
2026-05-10,NN,Wedge Pop,BUY,18.8,18.1,3.7,-2.6,19.3,28.4,30.7,False,False,3291044,0,Crossed above 20 EMA after 8 days below
2026-05-10,COIN,Wedge Pop,BUY,197.75,192.42,2.7,-2.7,14.5,28.6,24.3,False,False,10009466,0,Crossed above 20 EMA after 3 days below
2026-05-10,IRD,Wedge Pop,BUY,5.2,5.15,0.9,-3.0,20.8,17.7,18.9,False,False,739396,0,Crossed above 20 EMA after 4 days below
2026-05-10,KEP,Wedge Pop,BUY,15.54,15.27,1.7,-3.0,18.9,27.8,29.9,False,False,593376,0,Crossed above 20 EMA after 6 days below
2026-05-10,FVRR,Wedge Pop,BUY,11.57,10.91,5.7,-3.3,20.8,35.6,17.7,True,False,792908,1,Crossed above 20 EMA after 3 days below
2026-05-10,KDP,Wedge Pop,BUY,28.92,27.73,4.1,-3.3,28.3,26.3,14.8,True,False,11694518,1,Crossed above 20 EMA after 4 days below
2026-05-10,BMNR,Wedge Pop,BUY,23.1,21.78,5.7,-3.7,10.6,28.1,21.5,False,False,38993402,0,Crossed above 20 EMA after 4 days below
2026-05-10,IMMR,Wedge Pop,BUY,6.35,6.08,4.3,-3.7,19.8,37.7,20.8,True,False,671124,1,Crossed above 20 EMA after 4 days below
2026-05-10,AERO,Wedge Pop,BUY,15.77,15.21,3.5,-3.8,12.4,23.2,18.4,False,False,385377,0,Crossed above 20 EMA after 7 days below
2026-05-10,PHAT,Wedge Pop,BUY,12.6,12.01,4.7,-3.9,16.4,21.9,22.7,False,False,1326656,1,Crossed above 20 EMA after 6 days below
2026-05-10,MGNI,Wedge Pop,BUY,13.6,12.96,4.7,-4.0,13.8,28.1,20.7,False,False,1880824,0,Crossed above 20 EMA after 3 days below
2026-05-10,DNOW,Wedge Pop,BUY,13.61,12.66,6.9,-4.1,24.5,31.7,10.5,True,False,2654744,1,Crossed above 20 EMA after 6 days below
2026-05-10,DOCS,Wedge Pop,BUY,25.77,24.21,6.0,-4.1,21.9,28.9,25.8,True,False,3016599,0,Crossed above 20 EMA after 3 days below
2026-05-10,SDGR,Wedge Pop,BUY,12.87,12.12,5.8,-4.1,13.0,27.6,16.5,False,False,1517963,1,Crossed above 20 EMA after 5 days below
2026-05-10,BKR,Wedge Pop,BUY,67.78,65.0,4.1,-4.2,27.0,32.3,15.9,True,False,8356165,1,Crossed above 20 EMA after 5 days below
2026-05-10,IX,Wedge Pop,BUY,33.23,31.78,4.4,-4.3,17.5,38.2,26.0,True,False,322218,1,Crossed above 20 EMA after 4 days below
2026-05-10,ANGO,Wedge Pop,BUY,10.96,10.81,1.3,-4.4,16.5,30.1,20.4,True,False,393553,0,Crossed above 20 EMA after 5 days below
2026-05-10,GPRK,Wedge Pop,BUY,9.82,9.31,5.2,-4.4,14.4,29.2,18.4,False,False,926445,0,Crossed above 20 EMA after 6 days below
2026-05-10,IMMX,Wedge Pop,BUY,9.56,9.4,1.7,-4.5,15.9,19.4,20.6,False,False,670566,0,Crossed above 20 EMA after 4 days below
2026-05-10,LEA,Wedge Pop,BUY,131.65,125.78,4.5,-4.5,17.4,34.0,19.1,True,False,510485,0,Crossed above 20 EMA after 3 days below
2026-05-10,BCAX,Wedge Pop,BUY,23.16,22.13,4.5,-4.7,25.0,25.8,16.4,True,False,472738,0,Crossed above 20 EMA after 3 days below
2026-05-10,ASML,Wedge Pop,BUY,1442.92,1418.73,1.7,-4.9,13.7,25.0,27.2,False,False,1838593,0,Crossed above 20 EMA after 4 days below
2026-05-10,LIF,Wedge Pop,BUY,44.52,44.02,1.1,-4.9,14.2,29.2,27.8,False,False,879804,0,Crossed above 20 EMA after 5 days below
2026-05-10,SUNC,Wedge Pop,BUY,67.88,63.65,6.2,-5.0,17.1,34.1,15.5,True,True,489724,0,Crossed above 20 EMA after 3 days below
2026-05-10,TTD,Wedge Pop,BUY,24.61,23.27,5.4,-5.0,14.6,25.0,19.9,False,False,16417396,0,Crossed above 20 EMA after 3 days below
2026-05-10,RAL,Wedge Pop,BUY,46.45,44.88,3.4,-5.1,14.1,28.4,20.7,False,False,987756,0,Crossed above 20 EMA after 4 days below
2026-05-10,CHE,Wedge Pop,BUY,427.55,404.21,5.5,-5.2,32.0,40.2,14.7,True,False,264709,1,Crossed above 20 EMA after 9 days below
2026-05-10,GLW,Wedge Pop,BUY,162.1,160.25,1.1,-5.2,19.5,28.8,20.0,True,False,9893860,0,Crossed above 20 EMA after 3 days below
2026-05-10,NEO,Wedge Pop,BUY,8.86,8.48,4.2,-5.3,28.7,31.4,13.9,True,False,2337693,1,Crossed above 20 EMA after 4 days below
2026-05-10,GTM,Wedge Pop,BUY,6.56,6.14,6.3,-5.4,13.9,28.5,19.4,False,False,8780847,1,Crossed above 20 EMA after 3 days below
2026-05-10,HAL,Wedge Pop,BUY,41.72,39.64,5.0,-5.5,26.4,28.7,12.0,True,False,13028490,1,Crossed above 20 EMA after 4 days below
2026-05-10,MNRO,Wedge Pop,BUY,17.12,17.0,0.7,-5.5,12.6,17.7,18.5,False,False,712309,0,Crossed above 20 EMA after 3 days below
2026-05-10,PANL,Wedge Pop,BUY,7.93,7.53,5.1,-5.5,13.3,25.8,19.4,False,False,427830,0,Crossed above 20 EMA after 5 days below
2026-05-10,TSLA,Wedge Pop,BUY,389.37,379.69,2.5,-5.5,16.3,31.0,21.0,True,False,63766450,0,Crossed above 20 EMA after 6 days below
2026-05-10,ARQQ,Wedge Pop,BUY,14.65,14.4,1.7,-5.8,17.9,23.1,25.3,False,False,386802,0,Crossed above 20 EMA after 5 days below
2026-05-10,NTNX,Wedge Pop,BUY,43.43,40.63,6.4,-5.9,12.6,29.7,18.9,False,False,3105877,1,Crossed above 20 EMA after 4 days below
2026-05-10,RAPP,Wedge Pop,BUY,35.59,34.7,2.5,-5.9,30.2,31.0,15.5,True,False,335893,0,Crossed above 20 EMA after 3 days below
2026-05-10,THRM,Wedge Pop,BUY,30.44,29.5,3.1,-5.9,18.8,28.4,17.9,True,False,259088,0,Crossed above 20 EMA after 4 days below
2026-05-10,DTM,Wedge Pop,BUY,146.47,137.9,5.8,-6.0,22.8,31.3,7.9,True,False,787979,1,Crossed above 20 EMA after 8 days below
2026-05-10,BIIB,Wedge Pop,BUY,189.13,184.83,2.3,-6.1,16.3,29.7,22.7,True,False,1214582,1,Crossed above 20 EMA after 6 days below
2026-05-10,DFTX,Wedge Pop,BUY,22.4,21.61,3.5,-6.2,39.9,31.3,12.9,True,False,1870392,0,Crossed above 20 EMA after 3 days below
2026-05-10,SION,Wedge Pop,BUY,40.97,39.92,2.6,-6.2,13.6,29.1,20.2,False,False,441846,0,Crossed above 20 EMA after 6 days below
2026-05-10,MRCY,Wedge Pop,BUY,82.96,79.74,3.9,-6.3,16.2,27.1,22.0,True,True,481785,0,Crossed above 20 EMA after 7 days below
2026-05-10,NPKI,Wedge Pop,BUY,15.78,15.11,4.2,-6.3,16.2,22.5,19.1,True,False,752236,0,Crossed above 20 EMA after 5 days below
2026-05-10,CG,Wedge Pop,BUY,51.29,49.53,3.4,-6.4,15.8,29.9,20.0,True,False,3146866,0,Crossed above 20 EMA after 5 days below
2026-05-10,KURA,Wedge Pop,BUY,9.29,9.02,3.0,-6.4,20.2,29.4,17.5,True,False,1156660,0,Crossed above 20 EMA after 3 days below
2026-05-10,MO,Wedge Pop,BUY,72.79,67.91,6.7,-6.4,20.5,41.4,14.7,True,False,8717280,1,Crossed above 20 EMA after 7 days below
2026-05-10,BX,Wedge Pop,BUY,122.72,121.99,0.6,-6.5,19.7,24.6,21.0,True,False,6352803,0,Crossed above 20 EMA after 4 days below
2026-05-10,FOXF,Wedge Pop,BUY,17.66,17.25,2.3,-6.5,12.1,15.2,17.9,False,False,416045,0,Crossed above 20 EMA after 3 days below
2026-05-10,FTNT,Wedge Pop,BUY,89.92,84.44,6.1,-6.5,14.8,32.7,20.1,False,False,5476523,1,Crossed above 20 EMA after 3 days below
2026-05-10,MT,Wedge Pop,BUY,58.18,58.13,0.1,-6.7,15.8,26.5,30.8,False,False,1575469,0,Crossed above 20 EMA after 4 days below
2026-05-10,SOLV,Wedge Pop,BUY,69.04,67.92,1.6,-6.7,18.6,24.8,18.1,True,True,1135302,0,Crossed above 20 EMA after 4 days below
2026-05-10,ENGN,Wedge Pop,BUY,7.89,7.61,3.5,-6.8,16.0,24.5,20.1,True,False,380845,0,Crossed above 20 EMA after 4 days below
2026-05-10,SYM,Wedge Pop,BUY,58.08,58.01,0.1,-6.9,13.8,21.7,22.2,False,False,1320280,0,Crossed above 20 EMA after 3 days below
2026-05-10,ZVRA,Wedge Pop,BUY,10.61,10.02,5.6,-6.9,18.3,27.6,18.3,True,False,772538,0,Crossed above 20 EMA after 3 days below
2026-05-10,KLAR,Wedge Pop,BUY,14.33,14.11,1.5,-7.0,12.9,27.1,21.7,False,False,4564629,1,Crossed above 20 EMA after 6 days below
2026-05-10,VSTM,Wedge Pop,BUY,5.96,5.8,2.7,-7.1,16.7,24.8,21.4,True,False,1896623,0,Crossed above 20 EMA after 5 days below
2026-05-10,AMRX,Wedge Pop,BUY,13.41,12.88,3.9,-7.2,21.4,30.3,14.4,True,False,1574819,0,Crossed above 20 EMA after 5 days below
2026-05-10,GIL,Wedge Pop,BUY,59.72,58.72,1.7,-7.2,18.4,32.2,19.4,True,False,1062589,0,Crossed above 20 EMA after 7 days below
2026-05-10,SHEN,Wedge Pop,BUY,16.05,15.83,1.4,-7.2,19.5,27.4,27.6,False,False,314177,0,Crossed above 20 EMA after 3 days below
2026-05-10,EXPE,Wedge Pop,BUY,248.65,247.3,0.5,-7.3,14.8,24.2,24.9,False,False,1434960,0,Crossed above 20 EMA after 4 days below
2026-05-10,COLL,Wedge Pop,BUY,35.32,34.0,3.7,-7.4,22.7,25.4,22.7,True,False,479467,0,Crossed above 20 EMA after 11 days below
2026-05-10,PKG,Wedge Pop,BUY,222.71,214.11,3.9,-7.4,17.8,30.4,20.2,True,False,859939,0,Crossed above 20 EMA after 6 days below
2026-05-10,TPB,Wedge Pop,BUY,80.95,80.16,1.0,-7.4,28.4,28.4,25.5,True,False,468840,0,Crossed above 20 EMA after 12 days below
2026-05-10,APPF,Wedge Pop,BUY,172.76,163.49,5.4,-7.5,23.1,28.5,20.5,True,False,346915,1,Crossed above 20 EMA after 6 days below
2026-05-10,GTE,Wedge Pop,BUY,9.39,8.68,7.6,-7.5,22.6,36.3,17.7,True,False,416956,1,Crossed above 20 EMA after 4 days below
2026-05-10,YALA,Wedge Pop,BUY,6.89,6.7,2.8,-7.5,13.9,21.4,18.4,False,False,274772,0,Crossed above 20 EMA after 3 days below
2026-05-10,OLED,Wedge Pop,BUY,98.45,95.41,3.1,-7.6,19.6,29.2,27.8,True,True,851384,0,Crossed above 20 EMA after 4 days below
2026-05-10,ZBRA,Wedge Pop,BUY,228.39,223.84,2.0,-7.6,12.7,22.5,20.8,False,False,759299,0,Crossed above 20 EMA after 3 days below
2026-05-10,CRNX,Wedge Pop,BUY,40.75,39.08,4.1,-7.7,15.0,27.2,14.8,True,False,1057812,1,Crossed above 20 EMA after 5 days below
2026-05-10,BWA,Wedge Pop,BUY,57.26,55.2,3.6,-7.9,13.1,30.6,18.4,False,True,1815349,0,Crossed above 20 EMA after 6 days below
2026-05-10,VNOM,Wedge Pop,BUY,49.97,47.75,4.4,-7.9,16.7,34.3,18.7,True,True,1609396,1,Crossed above 20 EMA after 3 days below
2026-05-10,BROS,Wedge Pop,BUY,57.17,54.9,4.0,-8.0,10.8,24.2,18.1,False,False,4158907,1,Crossed above 20 EMA after 3 days below
2026-05-10,RHI,Wedge Pop,BUY,26.83,26.51,1.2,-8.0,15.2,23.2,21.5,True,False,2982973,0,Crossed above 20 EMA after 3 days below
2026-05-10,AMX,Wedge Pop,BUY,27.25,26.14,4.1,-8.1,23.4,28.1,14.0,True,False,1757528,0,Crossed above 20 EMA after 3 days below
2026-05-10,MYGN,Wedge Pop,BUY,5.03,4.84,3.7,-8.1,11.3,23.0,19.6,False,False,999261,0,Crossed above 20 EMA after 6 days below
2026-05-10,ET,Wedge Pop,BUY,20.39,19.38,5.0,-8.3,17.1,36.1,14.2,True,True,17499162,0,Crossed above 20 EMA after 6 days below
2026-05-10,PRAX,Wedge Pop,BUY,333.3,327.31,1.8,-8.3,11.5,20.8,16.4,False,False,371343,0,Crossed above 20 EMA after 3 days below
2026-05-10,UDR,Wedge Pop,BUY,36.94,35.41,4.2,-8.3,25.0,26.9,13.3,True,False,3284847,0,Crossed above 20 EMA after 4 days below
2026-05-10,APOG,Wedge Pop,BUY,35.79,35.7,0.2,-8.4,15.4,21.9,23.0,False,False,221907,0,Crossed above 20 EMA after 3 days below
2026-05-10,QTWO,Wedge Pop,BUY,52.35,50.24,4.0,-8.4,16.0,28.5,24.2,True,False,867961,1,Crossed above 20 EMA after 4 days below
2026-05-10,RGEN,Wedge Pop,BUY,125.61,121.06,3.6,-8.4,18.1,28.6,27.8,True,True,1014070,0,Crossed above 20 EMA after 8 days below
2026-05-10,AI,Wedge Pop,BUY,9.41,8.95,4.9,-8.5,15.0,27.7,20.6,True,False,4524613,0,Crossed above 20 EMA after 7 days below
2026-05-10,EE,Wedge Pop,BUY,35.55,34.24,3.7,-8.6,12.3,23.5,15.5,False,False,328604,0,Crossed above 20 EMA after 11 days below
2026-05-10,FSK,Wedge Pop,BUY,11.5,10.89,5.3,-8.6,18.1,31.3,19.7,True,False,2871263,1,Crossed above 20 EMA after 4 days below
2026-05-10,KREF,Wedge Pop,BUY,6.52,6.35,2.6,-8.6,27.2,25.4,30.9,False,False,1356351,0,Crossed above 20 EMA after 6 days below
2026-05-10,RDNT,Wedge Pop,BUY,59.02,57.95,1.8,-8.6,14.9,27.6,22.2,False,False,742813,0,Crossed above 20 EMA after 11 days below
2026-05-10,PAYC,Wedge Pop,BUY,131.68,126.23,4.1,-8.7,14.9,29.6,18.3,False,False,846035,0,Crossed above 20 EMA after 4 days below
2026-05-10,TGTX,Wedge Pop,BUY,36.1,34.8,3.6,-8.7,42.5,29.9,15.7,True,False,1741084,0,Crossed above 20 EMA after 3 days below
2026-05-10,AVNT,Wedge Pop,BUY,37.15,36.91,0.6,-8.8,16.1,24.1,19.7,True,False,497227,0,Crossed above 20 EMA after 3 days below
2026-05-10,IBRX,Wedge Pop,BUY,7.58,7.5,1.1,-8.8,13.0,24.4,19.9,False,False,12982162,0,Crossed above 20 EMA after 8 days below
2026-05-10,QFIN,Wedge Pop,BUY,13.26,13.03,1.7,-8.8,12.1,21.2,21.5,False,False,1040857,0,Crossed above 20 EMA after 3 days below
2026-05-10,SHOO,Wedge Pop,BUY,37.69,37.36,0.9,-8.8,15.1,20.4,18.5,True,True,975966,0,Crossed above 20 EMA after 3 days below
2026-05-10,YETI,Wedge Pop,BUY,39.69,39.04,1.6,-8.9,19.3,21.0,19.1,True,False,1333674,0,Crossed above 20 EMA after 3 days below
2026-05-10,CRVS,Wedge Pop,BUY,15.7,15.6,0.6,-9.1,13.5,28.1,25.2,False,False,1246272,0,Crossed above 20 EMA after 3 days below
2026-05-10,KGEI,Wedge Pop,BUY,5.7,5.42,4.9,-9.1,18.8,30.5,18.8,True,False,234610,1,Crossed above 20 EMA after 3 days below
2026-05-10,TARA,Wedge Pop,BUY,5.41,5.25,2.9,-9.1,12.5,24.1,16.0,False,False,611744,0,Crossed above 20 EMA after 9 days below
2026-05-10,GSL,Wedge Pop,BUY,41.5,39.13,5.7,-9.2,14.6,32.3,15.2,False,True,239156,0,Crossed above 20 EMA after 3 days below
2026-05-10,LQDA,Wedge Pop,BUY,40.13,38.19,4.8,-9.2,15.3,26.3,16.8,True,False,978550,0,Crossed above 20 EMA after 7 days below
2026-05-10,ICL,Wedge Pop,BUY,5.6,5.36,4.4,-9.4,14.2,38.2,19.1,False,False,1212011,0,Crossed above 20 EMA after 6 days below
2026-05-10,MSIF,Wedge Pop,BUY,13.31,12.7,4.6,-9.4,13.6,25.7,19.2,False,False,235573,0,Crossed above 20 EMA after 4 days below
2026-05-10,PSA,Wedge Pop,BUY,298.82,298.24,0.2,-9.4,21.2,21.2,20.2,True,False,980009,0,Crossed above 20 EMA after 3 days below
2026-05-10,GOOS,Wedge Pop,BUY,11.46,11.44,0.2,-9.5,14.8,24.7,23.3,False,False,342793,0,Crossed above 20 EMA after 4 days below
2026-05-10,MAIN,Wedge Pop,BUY,57.36,54.85,4.4,-9.5,16.4,29.3,20.0,True,False,631808,0,Crossed above 20 EMA after 6 days below
2026-05-10,MIR,Wedge Pop,BUY,20.14,19.43,3.5,-9.5,25.8,22.1,27.0,False,False,3380695,0,Crossed above 20 EMA after 5 days below
2026-05-10,RCI,Wedge Pop,BUY,36.58,35.77,2.2,-9.5,27.9,28.3,23.6,True,False,1563585,1,Crossed above 20 EMA after 7 days below
2026-05-10,SF,Wedge Pop,BUY,77.75,77.63,0.2,-9.5,19.3,19.9,18.8,True,False,1203313,0,Crossed above 20 EMA after 5 days below
2026-05-10,TKC,Wedge Pop,BUY,6.42,6.32,1.5,-9.5,13.3,33.5,28.6,False,False,903144,0,Crossed above 20 EMA after 6 days below
2026-05-10,ARGX,Wedge Pop,BUY,794.7,787.57,0.9,-9.6,20.6,32.3,24.9,True,False,286523,0,Crossed above 20 EMA after 5 days below
2026-05-10,ARLO,Wedge Pop,BUY,14.73,14.31,2.9,-9.6,18.9,30.1,18.7,True,False,1053848,0,Crossed above 20 EMA after 6 days below
2026-05-10,MELI,Wedge Pop,BUY,1817.31,1801.32,0.9,-9.6,17.0,28.4,25.5,True,False,346975,0,Crossed above 20 EMA after 3 days below
2026-05-10,MESO,Wedge Pop,BUY,15.79,15.52,1.7,-9.6,8.1,31.7,30.8,False,False,210042,0,Crossed above 20 EMA after 4 days below
2026-05-10,BNED,Wedge Pop,BUY,10.18,10.13,0.5,-9.7,29.1,26.6,23.3,True,False,205737,0,Crossed above 20 EMA after 4 days below
2026-05-10,DAL,Wedge Pop,BUY,70.86,68.35,3.5,-9.7,12.3,30.8,22.9,False,False,9946218,0,Crossed above 20 EMA after 4 days below
2026-05-10,FANG,Wedge Pop,BUY,206.18,196.48,4.7,-9.7,16.7,38.2,24.2,True,True,2952837,1,Crossed above 20 EMA after 6 days below
2026-05-10,FINV,Wedge Pop,BUY,5.1,4.88,4.2,-9.7,12.6,27.5,23.1,False,False,1029285,0,Crossed above 20 EMA after 5 days below
2026-05-10,TSN,Wedge Pop,BUY,68.44,64.82,5.3,-9.7,14.8,29.1,11.7,False,False,2550852,1,Crossed above 20 EMA after 5 days below
2026-05-10,V,Wedge Pop,BUY,322.03,315.72,2.0,-9.7,19.5,31.9,24.1,True,False,6596469,1,Crossed above 20 EMA after 3 days below
2026-05-10,ENOV,Wedge Pop,BUY,24.12,23.87,1.1,-9.8,15.5,25.2,25.3,False,False,796806,0,Crossed above 20 EMA after 7 days below
2026-05-10,PR,Wedge Pop,BUY,22.41,20.92,6.7,-9.8,22.8,37.0,18.1,True,False,11577782,1,Crossed above 20 EMA after 5 days below
2026-05-10,VNDA,Wedge Pop,BUY,7.39,7.14,3.4,-9.8,12.2,28.0,18.0,False,False,1081137,1,Crossed above 20 EMA after 13 days below
2026-05-10,MFIC,Wedge Pop,BUY,12.23,11.61,5.1,-9.9,21.9,28.4,11.8,True,False,835659,0,Crossed above 20 EMA after 3 days below
2026-05-10,PRCT,Wedge Pop,BUY,25.18,24.46,2.9,-9.9,11.7,21.8,20.0,False,False,1308965,0,Crossed above 20 EMA after 10 days below
2026-05-10,SLVM,Wedge Pop,BUY,43.99,42.48,3.4,-10.0,10.7,24.3,24.3,False,False,294465,0,Crossed above 20 EMA after 3 days below
2026-05-10,VST,Wedge Pop,BUY,160.38,159.18,0.7,-10.0,12.1,23.2,16.7,False,False,3583319,0,Crossed above 20 EMA after 5 days below
2026-05-10,ATAT,Wedge Pop,BUY,37.97,37.7,0.7,-10.1,13.6,28.9,23.2,False,False,1255034,0,Crossed above 20 EMA after 3 days below
2026-05-10,OFIX,Wedge Pop,BUY,12.44,12.16,2.3,-10.1,18.1,16.5,24.2,False,True,249766,0,Crossed above 20 EMA after 7 days below
2026-05-10,PM,Wedge Pop,BUY,169.46,163.84,3.3,-10.1,24.0,28.5,18.2,True,False,4426068,0,Crossed above 20 EMA after 8 days below
2026-05-10,TRGP,Wedge Pop,BUY,259.72,246.13,5.2,-10.1,23.3,34.2,12.8,True,False,1134449,1,Crossed above 20 EMA after 8 days below
2026-05-10,TRP,Wedge Pop,BUY,66.25,63.17,4.6,-10.1,22.4,34.6,16.1,True,False,2363170,1,Crossed above 20 EMA after 9 days below
2026-05-10,GDDY,Wedge Pop,BUY,87.49,85.33,2.5,-10.2,14.1,25.7,21.9,False,False,1896150,0,Crossed above 20 EMA after 4 days below
2026-05-10,ALRM,Wedge Pop,BUY,46.63,45.22,3.0,-10.3,18.0,28.7,24.3,True,False,465604,0,Crossed above 20 EMA after 7 days below
2026-05-10,ANGI,Wedge Pop,BUY,7.41,7.35,0.8,-10.3,12.4,21.5,24.8,False,True,710762,0,Crossed above 20 EMA after 6 days below
2026-05-10,DKNG,Wedge Pop,BUY,24.17,23.22,3.9,-10.3,11.4,25.1,19.9,False,False,10432835,0,Crossed above 20 EMA after 8 days below
2026-05-10,DNTH,Wedge Pop,BUY,90.24,87.47,3.1,-10.3,25.7,16.6,16.1,True,False,519768,0,Crossed above 20 EMA after 4 days below
2026-05-10,ACHR,Wedge Pop,BUY,5.84,5.79,0.8,-10.4,15.5,19.9,24.5,False,True,25700847,0,Crossed above 20 EMA after 6 days below
